"","X","RECHARGE_VALUE","MIN_RECHARGE_AVG","P2_MADE_CALLS_DURATION","P2_PERC_DAYS_SOCIAL_NETWORK_OTT","PERC_SOCIAL_NETWORK_SESSIONS_IN_P1","PERC_INTERNET_SESSIONS_IN_P1","PERC_RECEIVED_CALLS_DURATION_IN_P2","PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL","P23_PERC_DAYS_MADE_CALLS_OTT","WEEKDAY_PERC_INTERNET_MB","WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS","WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION","AGE"
"8715",10679,100,50,223,33.33,0,0,56,7,47.37,79.78,0,0,38
"8716",10680,180,23.33,35,0,0,0,29,14,32.14,0,0,0,50
"8717",10681,412.206938744581,46.1774103653122,19,100,25,25,60,1,0,100,16.67,0,40
"8718",10683,1000,90,142,100,18,19,36,6,36.05,16.34,22.38,0.78,34
"8719",10684,73.8836164273736,3.24475875566353,28,100,24,23,25,6,7.69,86.43,15.77,0,25
"8720",10686,840,33.33,229,100,25,27,29,14,90.8,8.13,24.01,1.1,32
"8721",10687,400,50,136,55.81,8,8,52,5,36.84,78.09,25.35,0,58
"8722",10688,490,40,123,96.1,13,12,35,5,40.74,78.45,22.51,0.09,31
"8723",10689,60,30,10,0,0,0,23,19,66.67,0,0,0,63
"8724",10690,200,100,179,15.38,0,0,21,3,67.65,52.9,21.82,0.06,24
"8725",10691,850,75,950,96.34,23,24,44,2,69.77,28.45,24.28,0.16,40
"8726",10692,400,100,44,94.44,21,22,18,10,18.06,18.96,23.91,0.15,19
"8727",10693,700,100,122,98.82,20,25,33,7,45.98,51.31,21.6,0.15,37
"8728",10694,410,30,25,100,22,22,35,8,0,41.03,16.11,0.07,37
"8729",10695,450,75,196,100,4,4,34,7,35.63,55.82,29.35,0.16,30
"8730",10696,550,50,136,98.78,19,21,46,10,58.82,14.21,20.64,0.03,39
"8731",10697,500,50,443,100,25,24,36,5,63.22,38.35,21.9,0.02,56
"8732",10698,420,10,828,96.1,20,21,54,3,62.82,6.52,22.71,0.42,45
"8733",10699,400,100,586,97.67,22,26,54,6,79.31,72.42,19.43,0.22,56
"8734",10701,510,33.33,28,0,0,0,49,10,46.15,0,0,0,24
"8735",10702,500,100,652,0,0,0,39,8,89.29,0,0,0,35
"8736",10703,400,100,153,98.8,21,22,31,3,32.53,53.07,22.39,0.35,27
"8737",10704,320,28,11,0,0,0,70,5,14.29,0,0,0,65
"8738",10705,320,60,864,95,9,8,46,2,75.41,62,24.23,0.04,25
"8739",10706,320,40,180,70.27,20,21,21,7,42,16.13,24.12,0.3,30
"8740",10707,740,32.22,392,94.81,20,20,52,6,90.91,16.59,23.74,4.25,25
"8741",10711,450,50,1109,1.69,0,0,41,2,86.3,100,16.67,0,56
"8742",10715,600,50,1127,95.29,23,22,47,2,60.92,10.53,24.19,0.09,35
"8743",10716,140,20,350,0,0,0,27,15,50,37.94,22.22,0,40
"8744",10717,100,100,72,65.52,1,1,47,8,54.55,11.99,19.77,0.01,24
"8745",10718,470,34,1603,98.85,22,22,46,1,40.23,26.72,13.89,0.63,28
"8746",10719,150,50,138,34.62,18,17,37,11,22.22,68.01,16.98,0.01,45
"8747",10722,650,50,184,81.82,25,26,29,12,70.59,30.56,25,0.21,33
"8748",10723,430,40,31,88,24,24,50,0,1.92,23.46,26.35,0.03,38
"8749",10725,240,30,167,74.55,18,19,27,7,40.58,15.99,17.09,0.86,15
"8750",10727,200,50,56,0,0,0,34,6,94.34,0,0,0,35
"8751",10728,80,30,40,100,23,25,36,6,0,29.62,15.19,0.01,23
"8752",10729,570,44,780,100,23,23,25,5,68.29,9.27,22.17,0.34,30
"8753",10730,550,25.71,161,100,21,21,47,5,38.82,29.09,23.08,0.26,36
"8754",10731,700,100,2606,100,23,23,50,1,80.46,12.79,23.83,1.13,35
"8755",10732,650,50,538,92.31,12,16,41,5,44.71,6.48,19.83,0.24,61
"8756",10733,141.711452111607,0.0950695292331645,0,100,29,29,0,0,0,0,16.67,0,18
"8757",10734,-139.685140411213,62.9401842017758,2,66.67,0,0,30,16,0,0,0,0,22
"8758",10735,240,36.67,24,25,0,0,33,11,27.78,100,14.29,0,45
"8759",10737,470,42.5,348,98.85,20,16,39,6,73.56,33.75,15.27,0.82,35
"8760",10738,450,50,164,100,20,22,60,4,57.47,8,21.49,0.07,30
"8761",10739,350,75,39,87.1,10,7,38,6,30.77,7.66,21.28,0.35,32
"8762",10740,410,36.67,275,97.53,20,25,49,7,26.51,39.32,10.98,0.1,49
"8763",10741,20,20,167,80,13,13,42,8,7.14,28.56,20,0,15
"8764",10742,300,50,17,98.25,33,31,53,7,3.17,37.76,19.35,0.05,32
"8765",10743,410,10,281,0,0,0,45,4,57.97,0,0,0,39
"8766",10744,400,100,193,45.24,17,18,53,7,95.29,75.72,24.19,0.01,45
"8767",10745,20,20,82,21.43,0,0,41,5,17.39,43.48,16.67,0,16
"8768",10746,290,23.75,14,100,3,2,29,5,13.51,43.25,20.72,0.13,18
"8769",10747,400,100,75,12,0,0,47,12,54.1,99.87,14.29,0,29
"8770",10748,108.234947670146,13.5596440116424,1,100,0,0,50,0,0,0,16.67,2.81738262241043,60
"8771",10749,600,83.33,14,98.8,24,23,52,7,17.65,71.13,25.33,0.03,38
"8772",10750,20,20,1,85.71,8,9,40,0,0,33.29,0,0.913709124479944,13
"8773",10751,400,100,212,93.98,25,18,47,5,48.28,79.62,14.55,0.01,56
"8774",10752,550,50,1084,56.63,24,24,27,8,95.35,99.85,14.13,0,40
"8775",10753,240,25,9,100,23,26,31,22,13.1,10.1,27.43,0.09,17
"8776",10754,120,20,83,81.08,21,18,42,6,9.3,65.09,16.73,0.02,39
"8777",10755,100,100,747,0,0,0,45,7,91.04,0,0,0,55
"8778",10756,626.398265561087,33.9271239909874,35,0,0,0,28,8,0,0,0,0,30
"8779",10757,400,100,39,96.43,23,21,20,20,36.05,26.51,16.39,1.45,17
"8780",10759,430,100,250,98.82,17,21,39,10,65.52,32.55,21.38,0.59,24
"8781",10760,600,50,161,0,0,0,55,5,66.27,0,0,0,41
"8782",10761,650,50,241,100,25,25,28,18,52.87,10.07,22.67,0.4,42
"8783",10762,530,32.86,378,60,18,18,50,6,58.46,11.54,23.61,0.81,19
"8784",10764,88.7335336339864,-7.95546659624465,29,100,20,21,42,4,0,36.24,20.57,0.06,25
"8785",10765,660,44.29,465,100,19,22,57,2,32.18,15.6,20.43,0.39,28
"8786",10766,270,35,107,86.36,7,7,31,11,33.93,7.22,21.47,1.28,29
"8787",10769,1250,91.67,316,95.4,5,5,55,4,96.55,21.12,23.25,0.86,33
"8788",10770,500,25,1430,100,21,22,30,2,5.75,3.1,22.82,0.43,45
"8789",10771,300,26.67,32,100,25,26,40,9,16.09,11.03,17.04,0.12,34
"8790",10772,500,100,94,100,23,24,31,4,59.3,13.98,23.39,0.24,21
"8791",10774,230,14,1283,100,24,23,32,3,34.48,13.47,17.51,2.32,22
"8792",10775,300,50,867,100,16,19,33,3,7.41,23.64,27.24,0.36,64
"8793",10776,910,47.14,316,63.64,10,15,51,7,71.08,44.41,19.06,0.01,52
"8794",10777,780,75,80,96.77,24,25,34,8,49.25,23.01,22.33,0.69,28
"8795",10778,80,30,30,100,28,27,10,25,0,30.22,17.75,0,19
"8796",10779,206.632610999986,62.4870116872937,1,100,24,23,33,13,0,100,16.67,0,39
"8797",10780,330,34,208,21.05,11,10,28,8,37.84,48.41,16.13,0,50
"8798",10781,150,50,9,0,0,0,50,9,36.36,0,0,0,58
"8799",10782,550,50,258,69.62,7,6,50,5,90.36,3.21,19.27,1.61,26
"8800",10783,500,100,172,93.51,20,20,44,7,73.56,29.69,22.85,0.14,40
"8801",10784,1040,80,665,100,8,9,47,2,82.76,24.68,23.81,0.38,28
"8802",10785,200,100,38,98.25,15,13,34,14,67.74,17.77,19.4,0.09,40
"8803",10786,370,50,17,63.64,18,18,18,24,12.5,37.76,24.27,0.87,15
"8804",10787,550,50,347,100,25,31,33,6,0,1.39,24.77,3.81,38
"8805",10788,700,50,169,87.84,23,22,33,7,37.65,7.72,22.76,1.29,15
"8806",10789,230,40,68,83.67,25,25,37,4,53.85,6.91,21.31,0.05,36
"8807",10790,-73.4444871979866,8.47406080052172,0,100,0,0,0,0,0,0,16.67,0,33
"8808",10791,540,45,533,100,24,24,27,4,50,26.4,23.69,1.23,26
"8809",10792,400,100,814,97.3,15,16,20,2,50.6,60.73,22.01,2.49,20
"8810",10793,400,125,84,100,25,25,42,8,41.46,45.15,22.78,0.49,38
"8811",10795,30,30,40,92.86,27,28,17,13,21.74,17.98,24.72,0.33,25
"8812",10796,1900,100,163,100,24,26,44,3,13.95,68.33,13.08,0.53,63
"8813",10797,220,20,836,59.18,14,14,48,3,61.11,18.57,20.29,0.4,30
"8814",10798,870,25,69,100,24,24,36,6,20.78,9.71,20.31,0.91,25
"8815",10799,200,50,30,97.67,20,20,47,12,20.83,50.03,25,0.22,20
"8816",10801,450,50,38,97.62,23,24,20,15,59.65,19.81,22.38,0.06,25
"8817",10802,50,50,336,70,5,5,24,3,25,31.11,21.43,0,43
"8818",10803,200,23.33,44,31.25,14,14,26,5,53.66,0,16.67,0,35
"8819",10804,500,50,1413,98.84,13,18,38,3,58.62,100,5.06,0,54
"8820",10805,550,50,69,91.89,21,19,30,11,35,24.89,27.74,2.48,18
"8821",10806,400,100,305,98.8,13,15,54,4,68.24,73.1,17.98,0.02,45
"8822",10807,200,100,31,100,5,5,20,34,0,11.75,20.65,0.51,16
"8823",10811,580,35,176,97.62,6,10,50,7,72.62,19.06,24.6,0.11,35
"8824",10812,590,44,470,95.06,20,20,32,4,32.14,18.88,25.63,0.04,35
"8825",10813,320,60,87,7.89,11,11,35,4,74.55,100,16.67,0,30
"8826",10815,300,100,186,94.05,21,22,44,8,67.06,16.83,22.7,0.11,25
"8827",10816,300,100,29,100,15,15,45,4,8.05,18.59,24.81,0.03,23
"8828",10817,400,100,216,96.34,19,20,44,5,61.9,12.14,20.68,0.66,33
"8829",10818,420,60,123,90.91,9,9,43,12,56.1,44.31,23.33,0.13,30
"8830",10819,40,20,47,100,19,16,47,5,0,45.36,0,0,25
"8831",10820,150,50,276,84.09,6,7,33,7,14.52,6.49,18.02,0.03,18
"8832",10821,430,26.67,27,100,22,21,29,12,29.41,97.5,15.05,0,31
"8833",10822,440,36.67,98,100,22,21,57,5,4.6,6.03,24.55,0.15,36
"8834",10823,400,50,121,86.08,23,24,44,8,45.57,16.43,21.9,1.52,33
"8835",10824,450,125,169,98.73,16,16,34,13,72.62,44.02,27.88,2.45,27
"8836",10825,300,100,99,92.86,25,25,49,5,57.65,30.4,23.9,0.01,63
"8837",10826,450,150,197,76.25,19,17,44,9,90.12,37.92,26.98,0.03,55
"8838",10827,200,50,58,3.45,27,43,47,4,86.11,100,0,0,62
"8839",10828,90,20,68,100,15,17,21,6,32.31,49.7,21.35,0,45
"8840",10830,71.7834725821027,33.7118046441581,-145.476585689438,78.1531768974279,0,0,0,0,0,0,12.8027062578864,0.622695231902823,27
"8841",10831,200,100,860,93.42,21,21,57,4,35.9,84.07,17.93,0.01,29
"8842",10832,600,200,72,95.35,20,24,44,5,54.65,40.73,17.66,0.26,49
"8843",10834,10,10,91,33.33,0,0,41,7,60,0,0,0,35
"8844",10835,230,33.33,33,98.39,22,21,19,4,18.75,16,24.66,1.84,13
"8845",10836,870,30,134,98.82,19,20,31,8,24.14,5.47,16.28,1.66,23
"8846",10837,130,30,265,37.5,20,22,35,7,30,12.51,15.2,0.63,21
"8847",10838,310,15,282,87.3,18,17,45,8,20.9,12.34,17.28,1.27,19
"8848",10839,710,54,369,96.43,23,22,35,3,85.06,17.26,23.43,0.13,30
"8849",10841,350,50,79,75.76,10,12,33,15,72.86,6.98,31.56,0,24
"8850",10842,300,100,111,67.44,25,25,42,6,40,100,14.75,0,62
"8851",10843,240,20,19,0,0,0,34,7,59.57,0,0,0,60
"8852",10844,400,100,78,68.85,8,8,55,6,35.38,76.09,22.16,0.17,28
"8853",10845,80,25,82,0,0,0,14,15,33.33,0,0,0,20
"8854",10846,450,75,690,20.99,19,11,51,5,88.37,12.14,23.53,0,25
"8855",10847,400,100,15,48,4,3,49,5,85.71,73.31,23.1,0.01,60
"8856",10848,500,100,55,96.34,25,27,32,6,24.14,18.53,21.71,0.03,26
"8857",10849,270,25,78,100,25,24,49,13,8.05,57.49,13.85,0.3,54
"8858",10850,400,100,111,67.12,23,27,49,6,58.02,21.78,33.11,0.03,56
"8859",10852,100,50,122,70.59,9,9,40,12,42.86,55.15,20.97,0.01,62
"8860",10853,200,50,17,94,3,3,28,25,3.7,15.59,23.94,0.97,18
"8861",10854,50,50,42,88.89,16,15,51,4,14.29,100,16.13,0,32
"8862",10855,410,36.67,204,68.97,19,20,37,3,30.23,14.28,22.62,0.16,22
"8863",10856,120,35,310,85.71,17,16,42,4,78.38,47.91,20.45,0.6,28
"8864",10857,270,20,288,35.42,9,12,49,8,73.58,13.27,23.79,0.13,25
"8865",10858,600,50,144,94.12,15,14,32,16,73.56,30.85,25.95,0.05,27
"8866",10859,30,10,0,100,19,21,0,0,0,93.95,15.87,0.02,29
"8867",10860,420,44,1035,89.06,17,18,27,5,66.67,11.9,21.8,0.65,55
"8868",10861,600,50,235,100,23,23,47,8,90.8,18.6,24.85,0.48,38
"8869",10862,450,50,122,96.51,13,13,37,8,70.11,10.41,25.64,0.35,21
"8870",10865,170,23.33,10,100,20,19,8,15,14.29,31.73,23.94,0.03,42
"8871",10866,450,50,286,100,21,23,37,6,59.77,14.79,19.67,0.23,38
"8872",10867,100,100,14,98.39,25,25,31,17,5.88,85.79,17.05,1.28,47
"8873",10868,420,20,91,0,0,0,41,6,63.64,100,0,0,42
"8874",10869,410,30,141,100,21,20,52,2,7.35,13.33,16.12,0.12,47
"8875",10870,450,50,77,2.08,0,0,52,9,68.75,98.54,0,0,50
"8876",10871,730,45,1360,64.71,18,19,48,6,97.67,26.51,24.42,1.45,51
"8877",10872,550,50,108,74.39,21,20,31,19,70.24,8.83,26.39,0,17
"8878",10873,480,40,68,100,20,21,58,6,59.52,38.23,27.19,0.21,24
"8879",10874,30,30,79,66.67,0,0,52,5,14.29,0,16.67,0,28
"8880",10875,1200,50,187,100,22,22,53,7,70.11,9.72,22.9,0.33,49
"8881",10876,100,20,27,0,0,0,31,15,5.71,0,0,0,40
"8882",10877,60,30,35,25,21,14,16,6,6.67,13.94,22.22,3.19,23
"8883",10878,340,60,431,93.1,15,16,50,5,74.71,16.24,24.02,0.89,25
"8884",10879,300,50,190,85.07,14,14,43,8,84.29,15.89,23.66,0.09,42
"8885",10880,636.971307784456,38.2900130894613,0,100,19,18,10,27,0,0.02,19.59,0,33
"8886",10881,280,50,523,100,17,21,42,6,15.87,7.39,37.76,0.01,32
"8887",10882,740,37.5,10,98.78,14,14,15,24,59.04,23.81,23.68,0.39,24
"8888",10883,260,16.67,760,93.88,17,19,42,9,88.68,55.35,27.69,0.05,26
"8889",10884,150,50,59,78.95,8,8,48,9,66.67,45.55,24.67,0.54,51
"8890",10885,550,28,146,79.03,15,16,38,8,79.71,12.3,22.86,3.25,20
"8891",10887,180,20,315,28,10,10,47,5,30,97.16,11.63,0.14,47
"8892",10888,20,20,65,100,38,38,16,19,0,0,16.67,0,48
"8893",10889,310,36.67,52,93.48,9,8,47,3,10.91,61.07,14.12,0.06,29
"8894",10890,300,100,152,5,20,20,46,5,38.78,100,16.67,0,38
"8895",10892,240,30,320,100,24,24,51,4,52.73,4.72,19.78,0.53,28
"8896",10893,350,75,107,98.82,17,14,41,9,56.32,75.71,20.61,0.08,25
"8897",10894,400,100,72,76.25,4,4,42,6,60,32.21,23.64,0.01,44
"8898",10897,500,100,250,97.7,20,25,34,8,74.71,27.27,20.55,1.51,24
"8899",10898,400,100,178,74.19,18,18,41,9,66.67,37.84,19.18,0.02,55
"8900",10900,310,55,44,98.77,22,19,34,9,41.18,49.88,12.79,0.52,26
"8901",10901,440,24,35,100,18,17,30,20,11.25,38.8,20.68,0.73,23
"8902",10903,650,50,214,96.34,10,11,43,11,55.42,4.66,24.74,0.03,20
"8903",10905,120,20,62,0,20,29,45,4,46.43,100,15.79,0,28
"8904",10906,490,36.67,360,100,24,25,26,8,63.95,37.45,23.84,0.88,30
"8905",10907,450,125,24,94.64,14,14,29,16,23.19,38.61,21.36,0.18,22
"8906",10908,580,34,345,75.95,7,5,43,7,62.96,49.71,14.71,1.21,49
"8907",10909,600,50,719,19.51,7,4,33,3,52.73,67.64,25.74,0.84,52
"8908",10911,200,50,246,88,8,10,31,6,30.77,75.99,19.24,0.56,18
"8909",10912,250,75,176,100,13,16,58,4,27.45,13.07,28.02,3.6,37
"8910",10913,110,17.5,109,0,0,0,38,13,40.91,0,0,0,33
"8911",10914,390,10,476,98.84,20,19,49,7,19.54,2.75,17.38,3.24,45
"8912",10915,540,42.5,82,55.1,21,21,29,13,46.15,4.07,24.87,1.14,40
"8913",10916,500,100,163,100,16,20,59,5,73.26,32.64,20.06,0.01,35
"8914",10917,240,20,49,97.18,22,21,28,7,26.32,11.59,12.45,0.02,30
"8915",10918,550,50,74,96.3,20,21,43,13,55.29,17.21,23.7,0.02,35
"8916",10919,490,28.33,308,100,24,24,40,10,62.67,61.82,13.66,0.1,35
"8917",10920,430,20,1029,100,23,19,43,3,36.78,28.28,16.63,1.11,22
"8918",10921,580,40,143,100,18,14,43,10,89.41,48.23,10.98,0.61,40
"8919",10923,-75.115186192401,65.51698133862,0,0,0,0,67,0,0,0,21.9675158805988,-1.50380825076104,28
"8920",10924,700,50,35,54.17,28,27,40,18,62.5,33.11,21.76,0.88,32
"8921",10925,370,15,27,91.07,12,10,19,14,21.54,15.7,20.44,0.46,16
"8922",10926,300,100,201,85.48,17,15,40,4,59.15,57.59,21.32,0.41,42
"8923",10927,300,100,129,75.9,19,20,37,4,97.7,41.42,23.77,0.05,33
"8924",10928,200,100,699,88.46,13,14,41,3,41.79,31.6,22.3,0.04,25
"8925",10929,90,10,360,100,19,21,40,4,16.46,51.08,19.97,0,25
"8926",10930,60,20,6,77.78,27,22,49,11,10.34,100,14.6,0,50
"8927",10931,430,43.33,46,26.32,15,15,45,7,61.64,65.92,19.75,0.08,54
"8928",10932,210,35,263,81.08,12,16,35,9,31.82,23.31,23.95,0.03,27
"8929",10933,960,86.67,47,100,15,27,37,6,9.2,27.35,21.52,0.37,35
"8930",10935,850,23.33,328,89.71,7,7,60,2,36.49,3.82,27.13,0.03,15
"8931",10936,700,31.25,241,100,20,19,40,12,73.56,85.8,11.96,0.06,53
"8932",10937,220,20,195,81.13,22,17,40,5,44.26,86.64,13.16,0.01,45
"8933",10939,310,20,39,100,15,14,26,5,1.15,3.4,15.26,1,20
"8934",10940,483.05,47.5,516,94.05,13,16,38,8,82.35,46.13,22.49,1.26,30
"8935",10941,70,35,48,85.71,1,1,42,13,10,9.41,20.73,0.04,41
"8936",10942,300,100,65,79.07,0,0,26,3,30.77,26.55,22.52,0.47,16
"8937",10943,550,83.33,186,88.33,11,11,38,4,33.33,2.33,15.86,4.45,41
"8938",10945,250,20,138,41.38,6,6,31,6,22.64,27.71,20.9,0,29
"8939",10946,400,100,26,100,23,27,33,13,24.32,82.94,15.67,0.02,34
"8940",10947,401.694017226714,21.7765058959724,249,0,0,0,38,5,0,0,0,0,32
"8941",10948,400,15.45,8,37.5,4,4,62,11,8.7,93.34,0,0,17
"8942",10949,600,100,83,100,13,14,34,11,15.38,8.38,28.71,0.65,24
"8943",10952,400,75,389,61.84,16,15,35,11,87.95,53.51,25.71,0.15,50
"8944",10953,500,50,349,84.51,9,9,41,4,82.67,22.53,22.2,0.09,39
"8945",10954,60,20,2,100,24,19,38,0,3.03,98.15,11.89,0,15
"8946",10955,420,50,0,100,15,14,5,20,11.25,14.37,25.11,0.01,29
"8947",10956,10,10,139,87.5,20,20,47,8,0,1.86,14.29,5.88,17
"8948",10957,260,30,115,56.25,23,23,47,5,57.5,58.24,28.42,0,34
"8949",10959,650,31.25,1588,97.7,21,20,50,3,96.55,19.04,16.6,0.99,28
"8950",10960,750,50,373,95.4,18,19,52,8,59.77,7.44,23.96,1.42,38
"8951",10962,100,50,32,61.54,15,17,37,7,13.33,5.54,20,0.01,40
"8952",10963,450,75,152,65.63,4,5,38,8,68.29,20.1,21.84,0.15,30
"8953",10964,800,200,445,98.8,17,23,46,9,91.76,23.81,21.29,0.35,33
"8954",10965,440,25,223,83.93,13,14,34,3,56.67,21.8,24.72,1.27,20
"8955",10966,540,22.5,815,98.48,10,9,28,4,5.13,33.82,17.98,1.22,22
"8956",10967,1100,100,797,100,18,19,53,2,54.65,18.45,23.22,0.51,20
"8957",10968,680,20,70,0,0,0,42,12,39.13,0,0,0,45
"8958",10970,250,50,591,57.45,11,10,41,3,56.9,50.95,22.56,0.01,51
"8959",10971,160,20,184,55.26,2,2,33,8,51.06,69.07,18.31,0.01,38
"8960",10972,270,20,577,94.87,14,15,40,7,63.27,40.78,21.07,0.08,32
"8961",10973,100,20,77,77.78,6,6,42,7,57.14,16.8,23.38,0,30
"8962",10974,100,100,76,100,20,21,39,8,18.6,22.88,23.62,0,28
"8963",10975,400,100,41,78.87,15,14,26,12,65.43,52.37,28.46,0.02,47
"8964",10976,1000,100,77,100,24,24,18,7,31.33,28.07,23.23,0.04,23
"8965",10977,470,36.67,54,96.77,23,24,48,14,32.86,21.75,22.05,0.54,19
"8966",10978,200,50,9,73.91,12,14,23,32,26.47,28.96,23.45,1.11,17
"8967",10979,400,100,78,100,25,25,33,10,37.04,55.78,21.91,0.02,40
"8968",10980,100,100,40,100,21,21,41,7,25,36.51,21.6,0.03,24
"8969",10981,60,10,212,0,0,0,48,4,44.44,0,0,0,47
"8970",10982,300,100,11,98.8,24,25,45,11,26.19,97.22,23.34,0,50
"8971",10983,400,100,184,90.28,18,18,40,5,51.95,16.95,22.65,0.17,27
"8972",10984,120,20,89,0,0,0,45,11,37.93,0,0,0,39
"8973",10985,220,20,68,94,25,24,52,4,7.27,98.52,14.14,0,40
"8974",10986,330,20,121,100,17,17,22,4,22.62,49.57,22.13,0.35,18
"8975",10987,40,20,16,100,0,0,27,31,0,100,20,0.32,16
"8976",10988,500,50,181,93.24,20,20,32,4,61.04,26.17,23,0.04,55
"8977",10989,600,100,332,96.55,26,26,46,9,81.61,24.74,23.52,0.23,25
"8978",10990,100,50,0,0,0,0,40,12,66.67,0,0,0,33
"8979",10991,109.79364494033,28.9828252972378,22,0,0,0,40,2,100,0,0,1.5571294627225,49
"8980",10992,630,37.5,154,100,18,18,24,9,16.28,7.1,22.94,0.46,20
"8981",10993,300,50,842,94.67,10,12,46,4,64.56,5.38,29.14,0.07,42
"8982",10994,200,100,57,98.65,24,25,28,12,28.75,23.3,20.4,1.19,23
"8983",10995,140,10,115,72,22,20,40,5,43.75,9.21,20.44,0.03,30
"8984",10996,10,10,33,33.33,25,25,49,6,0,0,16.67,0,24
"8985",10997,420,30,128,79.59,16,19,40,13,25,77.69,17.87,0.01,44
"8986",10998,200,100,174,8.89,17,15,46,8,75.81,93.29,12,0,65
"8987",10999,520,20,235,42.03,5,5,42,9,65.38,30.49,27.71,0.01,23
"8988",11000,40,20,21,0,0,0,31,7,50,0,0,0,16
"8989",11001,60,30,543,100,19,20,28,8,16.22,19.39,15.74,4.13,15
"8990",11002,350,50,257,83.78,17,16,39,6,32.61,34.56,22.37,1.93,50
"8991",11004,629.15,25,355,75.93,13,12,42,4,58.93,18.51,21.53,0.17,27
"8992",11006,160,30,270,23.08,0,0,49,5,40,29.09,21.21,0,30
"8993",11007,400,100,149,0,0,0,38,16,85,0,0,0,40
"8994",11008,450,50,53,85.71,24,25,38,7,26.87,11.03,26.65,0.02,23
"8995",11009,113.619020498666,39.7386393671447,59,0,0,0,47,2,0,0,0,0,20
"8996",11010,310,20,169,0,0,0,48,7,59.32,0,0,0,48
"8997",11011,520,60,13,100,2,2,19,21,21.79,42.59,23.09,0.81,17
"8998",11012,50,50,24,55,19,20,50,9,44.44,4.23,29.11,0.1,25
"8999",11013,300,100,202,96.51,22,22,60,3,64.37,21.88,22.95,0.1,47
"9000",11014,300,100,15,83.33,20,19,46,18,16.67,3.88,19.86,0.01,42
"9001",11015,670,73.33,232,98.41,13,14,44,9,77.27,32.27,24.07,0.19,36
"9002",11016,410,43.33,37,97.53,25,25,62,6,14.63,15.24,21.05,0.01,52
"9003",11017,550,50,92,100,19,23,45,6,44.83,35.59,18.44,0.4,27
"9004",11018,100,25,27,82.61,12,12,37,5,9.38,98.85,17.22,0,31
"9005",11019,850,62.5,247,98.85,17,17,39,11,95.4,6.76,25.05,0.47,48
"9006",11020,490,30,183,97.14,18,20,25,7,14.1,10.33,24.67,3.62,18
"9007",11021,260,53.33,447,63.83,16,16,53,1,62.07,26.94,25.41,0,61
"9008",11022,221.330311842092,45.6010847725369,10,100,20,20,48,2,0,0,16.67,0,15
"9009",11023,100,50,56,93.33,10,14,53,2,20.41,25.64,35.13,0,59
"9010",11024,290,20,166,100,26,28,22,10,4,92.07,15.99,0,42
"9011",11025,400,100,323,89.16,20,20,43,9,89.41,15.48,22.64,0.34,28
"9012",11026,200,50,94,0,0,0,52,6,86.21,0,0,0,25
"9013",11027,400,100,1146,76.12,21,20,35,3,59.04,6.62,24.68,0.11,42
"9014",11028,350,35,20,100,18,14,35,10,0,33.49,20.2,1.19,20
"9015",11029,250,50,320,78.05,30,30,38,5,88.89,15.12,21.6,0.13,20
"9016",11030,150,50,38,100,20,18,50,10,21.31,13.09,19.26,1.73,22
"9017",11031,220,10,130,94.52,10,9,50,6,13.16,7.92,12.45,0.25,35
"9018",11032,130,15,32,100,21,19,46,5,8.22,13.82,15.95,0.96,48
"9019",11033,550,75,571,69.51,9,7,50,8,75.86,62,26.82,0.59,32
"9020",11034,450,75,63,100,12,13,48,13,76.74,84.24,28.7,0.02,23
"9021",11035,256.56405681812,-5.01490099610693,5,0,20,20,37,8,0,0,16.67,0,16
"9022",11036,1350,61.25,341,100,22,22,38,10,91.95,7.38,22.19,0.09,30
"9023",11037,500,100,279,97.56,19,19,38,11,81.61,20.38,22.45,1.95,25
"9024",11038,400,100,113,91.3,23,21,66,1,44.59,91.48,13.55,0.03,26
"9025",11039,400,100,224,95.52,21,19,61,2,22.22,19.25,21.24,1.41,61
"9026",11040,20,20,10,0,0,0,35,9,16.67,0,0,0,61
"9027",11041,300,50,38,0,0,0,20,3,77.78,0,0,0,22
"9028",11042,600,50,217,100,19,19,54,7,68.97,15.69,23.57,0.04,24
"9029",11043,20,20,203,0,0,0,68,4,66.67,0,0,0,26
"9030",11044,350,30,259,94.29,3,2,48,9,56.58,49.72,20.99,0,30
"9031",11045,778.653763378692,112.157066722539,91,23.53,11,10,20,6,59.09,37.72,23.81,0.22,46
"9032",11046,990,37.14,122,70.24,22,22,31,11,94.19,15.13,20.89,0.02,50
"9033",11047,130,40,92,33.33,0,0,39,8,12.5,100,6.67,0,61
"9034",11048,450,75,2313,97.7,22,23,44,4,95.4,16.41,25.03,0.13,53
"9035",11049,140,20,94,83.87,7,7,42,9,39.53,32.94,25.71,0.38,40
"9036",11050,170,20,43,69.7,10,7,34,12,30,94.61,14.9,0,29
"9037",11052,170,20,458,87.76,9,7,55,5,36.07,78.21,14.78,0.66,56
"9038",11053,818.3,135.37,1905,100,22,23,45,4,100,35.27,25.41,0.33,31
"9039",11054,250,50,381,82.35,13,14,34,3,21.15,0.12,38.81,0,43
"9040",11055,580,34,104,97.44,9,12,31,8,35.71,50.6,23.27,0.15,19
"9041",11056,360,40,316,94.29,23,23,31,5,28.57,13.05,24.45,2.39,21
