,RECHARGE_VALUE,RECHARGE_AVG,COUNT_HAS_RECHARGE,SOCIAL_NETWORK_MB,INSTAGRAM_MB,PERC_SOCIAL_NETWORK_MB,PERC_WHATSAPP_MB,PERC_INTERNET_MB,SOCIAL_NETWORK_MB_BY_SESSION,PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_DAYS_MADE_CALLS_OTT,P1_SOCIAL_NETWORK_MB,P1_PERC_WHATSAPP_SESSIONS,P1_PERC_INTERNET_SESSIONS,P1_SOCIAL_NETWORK_MB_BY_SESSION,P2_MADE_CALLS,P2_MADE_CALLS_DURATION,P2_PERC_RECEIVED_CALLS_DURATION,P3_MADE_CALLS_DURATION,P3_SOCIAL_NETWORK_MB_BY_SESSION,P3_PERC_DAYS_MADE_CALLS_OTT,P4_INSTAGRAM_MB,P4_WHATSAPP_MB_BY_SESSION,P4_PERC_DAYS_MADE_CALLS_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_P1_INTERNET_MB_BY_TOTAL,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_MADE_CALLS_IN_P2,PERC_P2_MADE_CALLS_BY_TOTAL,PERC_P2_MADE_CALLS_DURATION_BY_TOTAL,PERC_INSTAGRAM_MB_IN_P3,PERC_WHATSAPP_MB_IN_P4,PERC_RECEIVED_CALLS_DURATION_IN_P4,PERC_P4_WHATSAPP_SESSIONS_BY_TOTAL,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,WEEKEND_HOLYDAY_INTERNET_MB,WEEKEND_HOLYDAY_WHATSAPP_MB_BY_SESSION,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G,AGE
4103,460.0,57.5,3.0,2714.88,0.0,57.57,17.06,25.36,2.14,100.0,34.48,192.9,23.79,25.63,0.73,34.0,101.0,30.82,187.0,3.07,20.69,0.0,0.46,14.94,21.0,6.0,26.0,14.0,10.0,13.0,0.0,20.0,21.0,7.0,5.0,338.98,0.9,0.44,0,24
4105,10.0,10.0,1.0,9.59,0.0,68.77,2.58,28.65,0.38,59.09,18.18,0.0,0.0,0.0,0.0,8.0,83.0,32.52,73.0,0.02,9.09,0.0,0.01,0.0,0.0,0.0,38.0,89.0,24.0,24.0,0.0,31.0,18.0,6.0,6.0,1.44,0.01,0.02,0,42
4107,400.0,100.0,3.0,690.86,0.0,22.89,64.0,13.11,0.68,84.81,87.34,17.51,24.1,25.24,0.14,485.0,213.0,48.92,79.0,0.64,60.56,0.0,2.04,63.77,13.0,1.0,39.0,37.0,24.0,20.0,0.0,30.0,26.0,8.0,13.0,65.27,1.11,0.7,0,34
4108,220.0,44.0,3.0,2883.32,1.64,85.9,10.72,3.33,7.02,93.51,40.26,371.11,19.14,20.99,3.99,182.0,243.0,36.39,214.0,8.23,22.97,1.46,0.89,28.77,23.0,0.0,39.0,38.0,26.0,23.0,7.0,26.0,27.0,5.0,9.0,58.71,1.47,1.16,0,32
4109,300.0,60.0,3.0,816.27,0.0,76.33,5.26,18.42,2.97,65.0,77.5,50.32,17.27,30.0,1.8,134.0,227.0,34.58,406.0,3.45,40.0,0.0,0.03,75.0,10.0,4.0,37.0,9.0,7.0,13.0,0.0,4.0,25.0,7.0,5.0,59.31,0.26,0.54,0,40
4110,400.0,80.0,3.0,1702.39,1.51,66.13,1.25,32.55,2.97,98.73,36.71,425.76,20.97,24.19,2.86,22.0,19.0,56.82,19.0,1.8,19.23,1.47,0.14,17.95,26.0,7.0,27.0,17.0,9.0,10.0,2.0,78.0,48.0,7.0,25.0,361.06,0.12,0.19,0,39
4111,310.0,28.18,3.0,342.58,0.0,46.83,10.4,42.76,0.91,93.33,45.33,21.1,19.89,18.77,0.31,450.0,642.0,13.13,309.0,1.22,31.15,0.0,0.14,24.53,18.0,8.0,53.0,44.0,38.0,47.0,0.0,16.0,15.0,5.0,2.0,34.54,0.11,0.12,0,25
4112,600.0,120.0,3.0,12.27,0.0,0.48,43.8,55.72,0.02,100.0,52.87,2.45,22.58,23.63,0.01,100.0,583.0,13.76,1029.0,0.02,25.3,0.0,1.41,22.35,25.0,1.0,32.0,14.0,12.0,11.0,0.0,24.0,44.0,6.0,3.0,458.92,2.02,1.12,0,38
4114,350.0,116.67,3.0,2024.06,0.0,73.17,1.3,25.53,3.77,96.43,40.48,6.04,17.9,20.37,0.16,50.0,90.0,35.71,73.0,1.31,12.96,0.0,0.08,27.45,7.0,0.0,51.0,31.0,22.0,27.0,0.0,19.0,22.0,5.0,6.0,228.09,0.11,0.1,0,30
4115,400.0,100.0,3.0,2699.28,76.69,70.27,1.89,25.84,7.44,93.9,53.66,115.55,21.66,19.75,3.21,29.0,107.0,35.93,61.0,3.94,24.59,4.06,0.36,32.43,10.0,2.0,28.0,29.0,12.0,26.0,18.0,71.0,28.0,9.0,15.0,171.02,0.09,0.17,0,18
4116,230.0,38.33,1.0,0.0,0.0,1.22,0.0,98.78,0.0,10.64,74.47,0.0,10.0,50.0,0.0,362.0,315.0,19.23,166.0,0.0,65.38,0.0,0.0,75.0,14.0,47.0,43.0,39.0,34.0,35.0,0.0,0.0,20.0,9.0,4.0,0.08,0.0,0.0,0,26
4117,500.0,71.43,3.0,26.97,0.0,68.91,1.57,29.52,8.99,1.45,66.67,0.0,0.0,0.0,0.0,111.0,126.0,55.63,49.0,0.0,63.41,0.0,0.0,57.89,0.0,0.0,61.0,50.0,21.0,28.0,0.0,0.0,8.0,0.0,5.0,11.55,0.31,0.0,1,40
4119,500.0,100.0,3.0,3479.37,59.65,78.6,0.88,19.06,8.23,80.25,86.42,292.8,19.29,22.55,3.44,372.0,344.0,23.56,189.0,8.51,60.32,41.36,0.02,57.58,20.0,3.0,37.0,29.0,24.0,24.0,0.0,5.0,27.0,6.0,5.0,411.27,0.27,0.02,0,44
4120,150.0,75.0,2.0,101.2,0.0,69.78,12.42,17.8,0.4,100.0,13.04,38.08,18.73,22.61,0.83,4.0,100.0,36.31,100.0,0.06,7.27,0.0,0.05,5.56,18.0,1.0,38.0,27.0,10.0,21.0,0.0,21.0,21.0,5.0,7.0,9.59,0.06,0.07,0,17
4121,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,28.0,53.33,22.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,53.0,33.0,12.0,24.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0,35
4122,100.0,100.0,1.0,1367.9,0.03,96.75,0.63,2.61,24.43,100.0,44.44,18.26,12.5,25.0,9.13,1.0,18.0,41.94,13.0,24.53,22.22,0.0,0.02,14.29,4.0,0.0,38.0,5.0,3.0,11.0,100.0,3.0,35.0,6.0,7.0,12.04,0.04,0.02,0,19
4123,370.0,74.0,3.0,783.33,0.01,50.44,8.83,40.71,1.29,94.2,42.03,271.44,24.23,25.6,3.62,37.0,42.0,55.79,51.0,0.82,26.53,0.0,0.41,17.95,12.0,15.0,50.0,48.0,20.0,20.0,0.0,30.0,14.0,4.0,7.0,256.19,0.27,0.41,0,36
4124,140.0,46.67,2.0,808.22,0.0,57.41,22.03,20.56,5.86,82.0,48.0,100.14,21.89,16.57,2.64,55.0,80.0,47.02,89.0,9.17,37.93,0.0,2.61,48.28,28.0,3.0,30.0,29.0,15.0,15.0,0.0,24.0,40.0,5.0,18.0,279.29,2.45,2.45,0,17
4125,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,9.0,134.0,39.64,149.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,24.0,90.0,38.0,11.0,0.0,0.0,41.0,0.0,12.0,0.0,0.0,0.0,1,58
4126,90.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,8.0,52.94,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,8.0,12.0,0.0,0.0,30.0,0.0,9.0,0.0,0.0,0.0,0,23
4128,830.0,59.29,3.0,3937.5,1.36,75.93,14.34,9.7,3.96,100.0,7.23,457.12,24.46,16.57,3.46,12.0,117.0,29.09,104.0,3.12,0.0,0.12,0.89,2.63,13.0,1.0,60.0,86.0,33.0,36.0,43.0,27.0,11.0,7.0,3.0,158.3,0.63,0.83,0,26
4129,130.0,43.33,2.0,954.42,0.0,73.39,3.94,22.66,4.01,100.0,11.84,39.91,18.44,17.73,1.66,5.0,94.0,49.19,183.0,3.65,6.15,0.0,0.04,4.69,10.0,0.0,38.0,10.0,6.0,17.0,0.0,7.0,16.0,8.0,7.0,100.02,0.4,0.04,0,54
4130,390.0,27.86,3.0,615.72,0.02,17.77,73.02,9.21,1.08,100.0,44.83,137.18,26.07,20.36,1.18,527.0,226.0,17.22,438.0,0.83,24.69,0.0,5.09,26.32,20.0,1.0,30.0,36.0,31.0,22.0,0.0,49.0,25.0,8.0,4.0,37.08,2.67,2.82,0,24
4131,300.0,100.0,2.0,1101.38,0.0,58.64,14.62,26.73,2.49,100.0,89.47,41.26,20.51,25.64,0.39,415.0,2564.0,9.4,1464.0,1.37,50.0,0.0,0.12,48.21,24.0,4.0,40.0,32.0,25.0,41.0,0.0,5.0,21.0,5.0,2.0,95.63,0.12,0.07,0,46
4132,400.0,100.0,3.0,0.24,0.0,0.02,92.74,7.24,0.0,100.0,97.7,0.0,32.17,23.39,0.0,860.0,312.0,33.9,177.0,0.0,66.67,0.0,0.37,80.46,25.0,1.0,31.0,54.0,32.0,26.0,0.0,18.0,32.0,12.0,14.0,15.85,0.49,0.44,0,50
4134,300.0,100.0,3.0,12.81,5.71,2.88,4.12,91.72,0.25,28.07,57.89,8.69,23.53,20.59,1.24,62.0,14.0,66.67,6.0,0.02,13.64,1.02,0.9,42.31,14.0,7.0,49.0,68.0,31.0,16.0,77.0,64.0,23.0,5.0,15.0,336.74,0.73,1.25,0,50
4135,30.0,30.0,1.0,45.59,0.0,93.36,0.0,6.64,4.56,100.0,50.0,0.0,16.67,16.67,0.0,0.0,14.0,6.67,0.0,0.0,66.67,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,93.0,0.0,0.0,0.0,4.0,0.0,,,,0,25
4136,650.0,54.17,3.0,9130.91,0.01,91.51,3.16,5.33,17.43,100.0,76.92,1352.56,19.22,28.91,11.66,122.0,291.0,39.63,109.0,7.0,49.21,0.0,0.43,23.44,22.0,0.0,51.0,37.0,19.0,35.0,0.0,17.0,17.0,5.0,7.0,124.58,0.55,0.34,0,25
4137,550.0,50.0,3.0,6.75,0.0,2.78,17.16,77.84,0.02,97.65,91.76,5.07,23.66,29.87,0.06,1031.0,287.0,35.36,134.0,0.0,29.49,0.0,0.05,56.58,26.0,25.0,47.0,64.0,52.0,28.0,0.0,13.0,19.0,5.0,6.0,19.24,0.06,0.16,0,35
4138,400.0,100.0,3.0,168.71,0.18,20.23,14.29,65.46,0.32,98.85,95.4,4.68,21.03,27.47,0.13,598.0,310.0,72.59,244.0,0.2,76.47,0.0,0.04,42.86,7.0,3.0,60.0,44.0,22.0,14.0,0.0,3.0,6.0,4.0,4.0,74.99,0.17,0.02,0,40
4139,240.0,60.0,2.0,138.39,0.0,54.56,4.98,40.46,0.58,83.75,31.25,12.95,16.8,20.0,0.52,66.0,50.0,54.13,54.0,0.89,22.22,0.0,0.05,14.63,11.0,1.0,42.0,35.0,20.0,16.0,0.0,18.0,28.0,4.0,13.0,9.33,0.05,0.08,0,15
4141,80.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,0.0,0.0,0.0,0.0,6.0,6.0,33.33,0.0,0.0,33.33,0.0,0.0,50.0,0.0,0.0,19.0,55.0,23.0,11.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,1,58
4143,100.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5,53.13,0.0,16.67,16.67,0.0,31.0,60.0,35.48,11.0,0.0,50.0,0.0,0.0,66.67,50.0,0.0,61.0,79.0,37.0,48.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,1,64
4144,400.0,100.0,2.0,3078.8,1.91,76.71,3.24,19.89,6.3,100.0,25.32,626.95,21.24,21.44,5.5,36.0,200.0,15.97,340.0,5.63,14.52,1.44,0.6,9.52,23.0,3.0,18.0,38.0,24.0,11.0,25.0,58.0,41.0,6.0,5.0,160.31,0.07,0.08,0,27
4146,640.0,45.71,3.0,2951.91,0.0,74.12,5.64,20.24,3.72,100.0,88.51,448.45,24.08,21.99,2.4,1086.0,930.0,20.17,713.0,4.5,82.14,0.0,0.5,68.83,24.0,3.0,41.0,33.0,25.0,35.0,0.0,34.0,14.0,5.0,3.0,283.65,0.47,0.69,0,41
4147,200.0,100.0,2.0,0.27,0.0,0.7,49.02,50.28,0.01,42.86,83.67,0.01,20.0,20.0,0.0,268.0,236.0,12.59,323.0,0.0,78.57,0.0,0.15,68.97,8.0,0.0,35.0,23.0,20.0,22.0,0.0,13.0,28.0,7.0,3.0,7.5,0.68,0.01,0,28
4148,250.0,50.0,3.0,2423.44,0.03,72.23,3.95,23.82,4.6,95.35,54.65,77.82,19.0,25.0,2.99,194.0,134.0,29.1,51.0,3.97,37.7,0.0,0.26,16.9,5.0,0.0,51.0,58.0,40.0,41.0,0.0,36.0,13.0,9.0,4.0,291.6,0.31,0.45,0,35
4152,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0,25
4153,250.0,62.5,3.0,2540.03,0.01,83.42,5.79,10.79,4.76,94.87,48.72,154.71,19.65,22.03,1.61,177.0,178.0,43.49,141.0,5.01,27.03,0.0,0.14,20.55,18.0,2.0,52.0,52.0,29.0,26.0,0.0,11.0,13.0,6.0,5.0,51.0,0.35,0.14,0,18
4154,270.0,33.75,3.0,435.4,0.0,65.61,9.18,25.21,0.91,91.67,54.17,40.36,22.53,21.3,0.62,79.0,44.0,51.11,28.0,0.99,26.98,0.0,0.19,13.79,14.0,3.0,46.0,41.0,23.0,25.0,0.0,38.0,19.0,6.0,11.0,31.35,0.16,0.2,0,23
4156,400.0,100.0,3.0,3236.1,7.02,78.37,0.08,21.38,5.4,85.71,53.57,481.84,21.58,20.53,3.35,34.0,115.0,48.89,104.0,6.17,28.57,0.0,0.01,23.73,24.0,7.0,36.0,24.0,12.0,19.0,82.0,26.0,29.0,5.0,14.0,125.15,0.01,0.0,0,50
4157,800.0,160.0,2.0,1525.69,1.64,29.17,4.67,66.08,0.74,100.0,43.68,55.78,24.88,32.2,0.08,187.0,2314.0,6.24,1883.0,1.04,8.24,0.0,0.17,11.49,35.0,6.0,34.0,77.0,44.0,41.0,59.0,26.0,25.0,6.0,2.0,1667.41,0.19,0.08,0,41
4161,400.0,100.0,3.0,3451.36,0.0,83.82,7.41,8.77,4.03,100.0,54.02,715.61,23.04,23.04,3.95,101.0,372.0,26.63,210.0,3.1,24.42,0.0,0.41,17.24,21.0,2.0,46.0,44.0,20.0,33.0,0.0,26.0,22.0,5.0,6.0,97.42,0.23,0.18,0,39
4162,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,,,,,0.0,16.0,42.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,32.0,0.0,0.0,22.0,0.0,10.0,0.0,0.0,,0,33
4163,250.0,83.33,1.0,1496.66,0.0,88.35,0.18,11.42,8.13,100.0,92.31,191.24,22.43,15.42,3.98,286.0,175.0,20.45,91.0,5.84,52.0,0.0,0.02,44.0,26.0,2.0,36.0,55.0,40.0,30.0,0.0,31.0,17.0,6.0,4.0,63.04,0.02,0.02,0,35
4164,550.0,50.0,3.0,94.98,0.0,36.75,38.05,25.2,0.11,91.95,85.06,11.59,21.52,24.63,0.06,188.0,223.0,40.69,167.0,0.2,40.0,0.0,0.23,66.28,21.0,3.0,41.0,17.0,13.0,24.0,0.0,49.0,22.0,6.0,9.0,12.12,0.2,0.13,0,42
4165,370.0,41.11,3.0,3811.16,0.01,87.23,2.44,10.33,6.77,96.43,55.95,472.19,20.34,20.77,4.82,193.0,328.0,29.31,128.0,2.51,32.89,0.0,0.27,39.74,17.0,1.0,49.0,34.0,21.0,39.0,100.0,46.0,19.0,7.0,6.0,149.8,0.03,0.02,0,40
4166,20.0,20.0,1.0,42.96,0.0,67.27,23.1,9.62,1.72,88.89,22.22,34.97,25.71,20.0,5.0,13.0,18.0,28.0,12.0,0.08,40.0,0.0,0.0,0.0,28.0,7.0,29.0,38.0,24.0,21.0,0.0,0.0,38.0,3.0,11.0,0.75,0.22,0.0,0,30
4167,120.0,40.0,2.0,0.98,0.0,3.09,3.87,93.04,0.0,100.0,16.05,0.17,17.3,18.87,0.0,17.0,13.0,50.0,0.0,0.0,7.46,0.0,0.0,6.38,23.0,4.0,76.0,26.0,12.0,43.0,0.0,11.0,12.0,3.0,7.0,4.35,0.0,0.0,0,53
4168,200.0,100.0,2.0,945.6,0.0,62.88,6.72,30.4,4.5,72.92,95.83,162.38,23.46,23.46,8.55,357.0,130.0,23.08,151.0,3.54,58.97,0.0,0.56,66.67,9.0,2.0,35.0,46.0,37.0,25.0,0.0,42.0,24.0,8.0,5.0,128.29,0.39,0.31,0,30
4169,,,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,25
4172,400.0,40.0,3.0,221.16,0.01,56.55,6.46,36.99,1.44,56.52,60.87,73.36,21.28,22.87,1.75,136.0,289.0,22.1,216.0,2.31,39.39,0.01,0.26,55.81,27.0,9.0,51.0,50.0,31.0,34.0,0.0,49.0,11.0,7.0,2.0,32.9,0.35,0.11,0,40
4173,500.0,55.56,3.0,1118.54,0.0,73.73,2.11,24.16,1.4,84.88,70.93,306.99,23.0,19.74,1.71,161.0,102.0,56.03,50.0,1.36,44.44,0.0,0.02,39.19,22.0,6.0,46.0,30.0,13.0,19.0,0.0,8.0,20.0,4.0,10.0,126.35,0.04,0.02,1,36
4174,200.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,130.0,32.0,53.62,7.0,0.0,77.78,0.0,0.0,69.23,0.0,0.0,61.0,35.0,25.0,25.0,0.0,0.0,21.0,0.0,10.0,0.0,0.0,0.0,0,47
4175,350.0,23.33,3.0,91.94,0.0,77.85,4.98,17.17,0.77,76.36,47.27,10.22,17.09,21.37,0.49,54.0,349.0,36.43,66.0,1.57,25.81,0.0,0.02,32.5,18.0,1.0,55.0,36.0,20.0,39.0,0.0,12.0,25.0,6.0,10.0,4.4,0.01,0.01,0,22
4176,550.0,50.0,3.0,0.13,0.0,0.02,34.22,65.76,0.0,100.0,10.84,0.0,25.18,25.53,0.0,31.0,107.0,16.41,135.0,0.0,5.56,0.0,0.07,6.98,26.0,19.0,46.0,37.0,29.0,33.0,0.0,2.0,17.0,3.0,2.0,89.73,0.04,0.06,0,59
4177,210.0,42.0,2.0,140.82,0.0,38.87,2.08,59.04,0.49,48.68,42.11,2.87,20.94,20.94,0.07,58.0,92.0,64.06,116.0,0.46,29.09,0.0,0.01,21.21,14.0,6.0,45.0,59.0,26.0,15.0,0.0,6.0,10.0,5.0,6.0,43.64,0.01,0.01,0,62
4179,600.0,100.0,3.0,1092.15,0.0,59.85,5.23,34.91,2.74,76.0,45.33,563.83,22.55,20.42,6.34,159.0,56.0,43.43,18.0,0.37,21.74,0.0,0.25,26.79,22.0,20.0,44.0,81.0,50.0,28.0,0.0,26.0,27.0,6.0,13.0,405.87,0.38,0.29,0,34
4181,130.0,43.33,1.0,0.0,0.0,0.0,0.0,100.0,0.0,71.43,25.0,0.0,5.71,71.43,0.0,21.0,7.0,65.0,19.0,0.0,11.76,0.0,0.0,4.76,26.0,33.0,43.0,78.0,40.0,11.0,0.0,0.0,27.0,2.0,13.0,0.38,0.0,0.0,0,44
4182,200.0,66.67,2.0,613.86,0.0,95.89,0.0,4.11,24.55,18.87,84.91,0.0,16.67,16.67,0.0,184.0,410.0,17.67,701.0,12.17,78.95,0.0,0.0,53.85,4.0,0.0,49.0,20.0,17.0,29.0,0.0,0.0,9.0,3.0,1.0,17.94,0.0,0.0,0,50
4183,300.0,100.0,2.0,835.78,0.0,48.21,8.22,43.56,1.32,96.43,34.52,154.12,19.89,25.32,1.01,33.0,14.0,82.5,12.0,1.08,14.81,0.0,0.01,15.38,24.0,12.0,50.0,35.0,14.0,8.0,0.0,1.0,14.0,4.0,10.0,155.26,0.07,0.02,0,46
4184,40.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,,,,3.0,13.0,7.14,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0,6.0,6.0,9.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1,56
4185,340.0,37.78,3.0,2125.23,0.0,84.51,7.58,7.92,9.24,94.74,28.95,21.3,24.17,20.0,0.85,25.0,294.0,17.65,451.0,7.14,10.71,0.0,0.87,6.67,11.0,0.0,38.0,45.0,27.0,14.0,0.0,40.0,36.0,8.0,3.0,80.89,0.64,0.54,0,35
4187,50.0,16.67,2.0,0.0,0.0,0.0,40.99,59.01,0.0,100.0,10.71,0.0,22.2,16.12,0.0,11.0,242.0,19.06,75.0,0.0,2.74,0.0,0.02,4.0,23.0,0.0,47.0,48.0,12.0,45.0,0.0,23.0,23.0,5.0,5.0,0.07,0.01,0.01,0,43
4188,480.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,37.21,0.0,0.0,0.0,0.0,56.0,338.0,13.78,135.0,0.0,42.86,0.0,0.0,25.0,0.0,0.0,34.0,73.0,38.0,36.0,0.0,0.0,28.0,0.0,5.0,0.0,0.0,0.0,1,50
4189,,,,0.0,0.0,0.0,0.0,0.0,0.0,83.33,0.0,,,,,0.0,38.0,49.33,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,19.0,0.0,0.0,24.0,0.0,10.0,0.0,0.0,0.0,1,22
4191,300.0,100.0,3.0,2.48,0.0,0.07,64.46,35.46,0.01,96.39,86.75,0.0,25.16,25.81,0.0,604.0,407.0,30.78,306.0,0.01,67.9,0.0,1.26,34.85,7.0,0.0,44.0,57.0,36.0,32.0,0.0,10.0,15.0,8.0,5.0,77.36,2.05,1.4,0,50
4192,300.0,75.0,3.0,3229.38,0.0,75.9,0.89,23.2,6.87,98.77,39.51,21.33,19.54,21.84,1.18,105.0,177.0,16.9,92.0,5.14,18.18,0.0,0.21,16.67,4.0,0.0,55.0,14.0,12.0,42.0,0.0,69.0,15.0,7.0,2.0,313.66,0.17,0.35,0,24
4193,130.0,26.0,1.0,23.34,0.0,18.56,39.22,41.91,0.21,100.0,5.0,0.62,21.21,21.21,0.04,0.0,26.0,27.78,3.0,0.12,0.0,0.0,0.42,0.0,12.0,1.0,50.0,0.0,0.0,50.0,0.0,46.0,25.0,9.0,10.0,4.31,0.08,0.08,0,23
4195,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.67,16.67,0.0,0.0,25.0,19.35,5.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,,,,0,42
4196,500.0,71.43,3.0,4033.66,0.0,86.78,3.19,10.02,6.52,97.47,54.43,183.57,22.04,23.03,2.7,86.0,135.0,41.05,162.0,6.96,38.57,0.0,0.26,15.94,11.0,1.0,47.0,32.0,19.0,25.0,0.0,34.0,15.0,7.0,6.0,64.17,0.25,0.07,0,48
4197,500.0,62.5,3.0,2449.11,0.0,76.82,9.44,13.73,4.27,98.68,53.95,162.61,21.28,19.57,2.96,33.0,118.0,34.44,104.0,1.13,32.35,0.0,0.95,25.0,10.0,2.0,41.0,21.0,9.0,24.0,0.0,43.0,22.0,6.0,7.0,101.3,0.3,0.19,0,29
4198,900.0,50.0,3.0,16799.45,0.0,90.19,2.54,7.28,15.04,100.0,57.32,4429.33,25.0,19.73,22.6,122.0,136.0,35.55,124.0,9.19,25.0,0.0,0.22,14.81,18.0,1.0,39.0,46.0,28.0,23.0,0.0,14.0,18.0,7.0,6.0,467.88,0.22,0.13,0,40
4199,250.0,31.25,3.0,397.8,0.0,73.0,7.38,19.62,0.68,97.67,31.4,32.59,18.86,19.49,0.34,190.0,967.0,15.25,603.0,1.07,16.05,0.0,0.01,14.75,16.0,2.0,52.0,47.0,35.0,44.0,0.0,4.0,15.0,4.0,2.0,22.87,0.08,0.02,0,28
4200,20.0,10.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,89.29,14.29,0.0,16.22,18.92,0.0,14.0,14.0,36.36,71.0,0.0,15.38,0.0,0.0,0.0,16.0,0.0,35.0,88.0,52.0,13.0,0.0,0.0,22.0,4.0,5.0,0.0,0.0,0.0,0,42
4201,590.0,73.75,3.0,9.57,0.0,4.02,61.12,34.86,0.02,94.12,72.94,1.6,22.4,24.48,0.01,155.0,278.0,34.43,370.0,0.01,43.84,0.0,0.09,33.33,23.0,6.0,52.0,34.0,22.0,22.0,0.0,3.0,17.0,2.0,4.0,15.31,0.18,0.15,0,19
4202,500.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.68,0.0,0.0,0.0,0.0,110.0,229.0,45.61,134.0,0.0,49.09,0.0,0.0,44.9,0.0,0.0,51.0,47.0,17.0,27.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,1,41
4203,20.0,20.0,1.0,0.0,0.0,3.95,0.29,95.76,0.0,64.0,8.0,0.0,12.5,37.5,0.0,1.0,15.0,60.53,2.0,0.0,0.0,0.0,0.0,10.0,10.0,33.0,33.0,33.0,5.0,10.0,0.0,0.0,21.0,6.0,10.0,0.03,0.0,0.0,1,39
4204,270.0,45.0,3.0,93.42,0.0,68.21,0.0,27.7,1.2,47.83,36.96,0.8,11.11,25.93,0.13,51.0,358.0,24.79,477.0,0.59,21.05,0.0,0.0,41.67,8.0,1.0,51.0,27.0,17.0,29.0,0.0,0.0,17.0,4.0,3.0,5.88,0.0,0.0,0,32
4205,50.0,50.0,1.0,732.65,0.0,89.8,0.95,9.25,2.63,96.55,55.17,147.94,19.69,20.85,2.69,153.0,237.0,23.79,171.0,3.1,37.78,0.0,0.03,22.92,20.0,2.0,29.0,38.0,28.0,22.0,0.0,27.0,23.0,6.0,6.0,12.93,0.05,0.08,0,16
4206,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,25.0,19.35,32.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,36.0,0.0,9.0,0.0,0.0,0.0,1,62
4207,100.0,100.0,1.0,1026.65,0.0,77.52,12.25,10.23,4.37,100.0,50.0,163.06,24.71,24.71,3.79,1.0,22.0,51.11,13.0,1.58,43.75,0.0,0.47,6.25,18.0,1.0,62.0,7.0,2.0,31.0,0.0,25.0,16.0,9.0,8.0,29.16,1.07,0.67,0,21
4208,300.0,100.0,3.0,0.0,0.0,0.0,0.01,99.99,0.0,28.57,45.71,0.0,15.38,23.08,0.0,22.0,47.0,62.99,41.0,0.0,25.0,0.0,0.0,16.67,12.0,0.0,49.0,58.0,19.0,18.0,0.0,0.0,8.0,7.0,5.0,0.01,0.0,0.0,1,54
