,RECHARGE_VALUE,RECHARGE_AVG,MIN_RECHARGE_AVG,INSTAGRAM_MB,P2_MADE_CALLS,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,P4_PERC_WHATSAPP_MB,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,WEEKDAY_PERC_INTERNET_MB,WEEKDAY_P23_INSTAGRAM_MB,WEEKDAY_P23_PERC_WHATSAPP_SESSIONS,WEEKEND_HOLYDAY_P14_PERC_WHATSAPP_MB,WEEKEND_HOLYDAY_P14_PERC_BANK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G
5762,350.0,70.0,50.0,0.0,27.0,47.06,3.3,13.0,29.0,2.9,0.0,22.14,1.4,10.53,0.46,0
5763,140.0,20.0,20.0,0.0,2.0,10.0,0.0,40.0,35.0,0.0,0.0,16.67,0.0,16.67,0.0,1
5764,530.0,48.18,45.0,0.0,771.0,97.65,32.4,20.0,43.0,73.3,0.0,27.14,23.51,12.2,0.14,0
5765,,,,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5766,250.0,62.5,50.0,0.06,211.0,100.0,6.1,22.0,34.0,19.64,0.0,22.06,6.41,11.06,0.53,0
5769,450.0,34.62,30.0,0.0,290.0,67.8,5.95,28.0,57.0,25.96,0.0,16.71,5.46,15.83,0.0,0
5770,540.0,20.77,18.18,0.0,91.0,39.68,54.72,20.0,46.0,15.86,0.0,24.15,97.34,15.0,0.01,1
5771,30.0,30.0,30.0,0.0,8.0,80.0,0.0,21.0,57.0,0.0,0.0,16.67,0.0,16.67,0.0,0
5772,190.0,21.11,20.0,16.5,6.0,88.46,12.08,12.0,36.0,39.15,16.32,18.44,0.99,15.22,0.0,0
5773,300.0,50.0,50.0,0.8,50.0,100.0,11.14,23.0,49.0,84.72,0.26,20.55,5.65,13.56,0.02,0
5775,190.0,21.11,20.0,0.0,90.0,90.32,15.16,20.0,40.0,37.04,0.0,22.7,23.8,13.27,0.08,0
5778,60.0,10.0,10.0,0.0,0.0,50.0,0.0,17.0,42.0,100.0,0.0,16.67,0.0,0.0,0.0,0
5779,300.0,100.0,100.0,0.0,231.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5782,200.0,100.0,100.0,0.0,166.0,96.72,18.47,12.0,55.0,40.85,0.0,18.24,13.06,9.6,0.47,1
5783,400.0,100.0,100.0,0.0,513.0,100.0,19.62,14.0,47.0,49.21,0.0,27.67,2.56,11.63,0.09,0
5784,650.0,50.0,50.0,0.0,26.0,100.0,11.29,22.0,31.0,4.1,0.0,28.67,9.94,10.37,1.55,0
5785,350.0,58.33,50.0,0.0,5.0,85.0,41.67,25.0,64.0,39.12,0.0,23.74,28.99,11.11,5.23,1
5786,310.0,31.0,30.0,0.0,75.0,8.82,0.0,33.0,50.0,100.0,0.0,15.38,0.0,16.67,0.0,1
5787,420.0,46.67,44.0,0.0,459.0,98.21,25.3,23.0,37.0,8.66,0.0,25.55,29.35,9.2,3.72,0
5788,1050.0,38.89,32.31,16.15,253.0,92.94,4.78,15.0,40.0,16.35,4.36,24.56,4.82,6.5,0.32,0
5789,320.0,35.56,20.0,0.0,19.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5790,880.0,51.76,47.14,55.14,35.0,100.0,3.38,25.0,13.0,21.04,4.83,20.71,0.8,9.21,0.1,0
5791,730.0,27.04,24.55,0.0,179.0,70.24,2.41,21.0,26.0,25.72,0.0,19.84,4.83,12.31,0.21,0
5792,400.0,100.0,100.0,0.0,70.0,93.51,8.56,15.0,40.0,83.88,0.0,22.1,14.56,11.98,0.57,0
5793,,,,0.0,178.0,17.65,0.05,19.0,53.0,32.87,0.0,23.19,0.0,0.0,0.0,0
5794,100.0,20.0,20.0,0.0,2.0,100.0,0.0,24.0,41.0,99.93,0.0,15.81,0.0,14.45,0.0,0
5795,350.0,50.0,50.0,0.0,414.0,0.0,0.0,0.0,43.0,100.0,0.0,15.38,0.0,0.0,0.0,0
5796,150.0,75.0,75.0,0.0,99.0,15.0,0.0,9.0,53.0,61.07,0.0,22.22,0.0,14.29,0.0,0
5797,280.0,70.0,40.0,0.0,383.0,3.08,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5798,340.0,34.0,26.67,0.0,82.0,64.86,26.23,15.0,38.0,19.83,0.0,23.34,8.24,11.76,0.06,0
5799,20.0,20.0,20.0,0.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5800,900.0,100.0,100.0,0.0,1.0,100.0,0.9,12.0,27.0,6.12,0.0,22.22,0.25,11.76,0.05,1
5801,590.0,39.33,30.0,0.0,245.0,100.0,84.5,20.0,42.0,16.11,0.0,30.3,78.94,10.5,0.61,0
5802,400.0,200.0,200.0,11.06,172.0,100.0,3.21,26.0,43.0,28.41,3.38,20.83,1.11,5.71,0.02,0
5803,430.0,43.0,40.0,0.06,58.0,100.0,24.86,32.0,34.0,21.51,0.0,24.67,23.53,9.61,0.94,0
5804,400.0,100.0,100.0,0.0,445.0,98.8,58.15,22.0,41.0,39.88,0.0,22.74,51.67,8.84,0.74,0
5805,120.0,60.0,20.0,0.0,0.0,90.91,3.3,17.0,71.0,25.0,0.0,17.5,1.76,6.9,0.05,0
5807,100.0,50.0,50.0,0.01,572.0,59.09,3.94,11.0,60.0,14.18,0.01,23.04,0.77,8.59,0.18,0
5808,1200.0,240.0,200.0,1.41,14.0,95.24,12.45,13.0,14.0,15.85,1.03,24.22,6.18,9.15,0.78,0
5809,130.0,43.33,40.0,0.0,13.0,25.0,1.35,0.0,29.0,79.95,0.0,22.22,0.0,0.0,0.0,0
5810,530.0,48.18,46.0,0.0,272.0,98.53,4.72,18.0,38.0,10.44,0.0,23.43,8.13,11.55,1.0,0
5811,20.0,20.0,20.0,0.0,0.0,0.0,0.0,50.0,42.0,0.0,0.0,0.0,0.0,14.29,0.0,0
5812,40.0,20.0,20.0,0.0,0.0,77.78,3.82,0.0,48.0,12.65,0.0,21.54,0.0,0.0,0.0,0
5813,200.0,28.57,28.33,0.0,21.0,96.43,22.49,28.0,39.0,28.48,0.0,22.9,19.5,9.38,1.46,0
5814,200.0,100.0,100.0,0.0,28.0,95.52,19.12,26.0,36.0,55.78,0.0,21.04,46.08,7.73,0.22,0
5815,170.0,28.33,20.0,0.0,11.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5816,350.0,70.0,50.0,2.95,10.0,94.74,10.89,15.0,69.0,36.32,0.83,22.0,9.05,9.44,0.13,0
5817,290.0,48.33,48.0,0.0,40.0,100.0,27.22,25.0,42.0,16.96,0.0,21.43,12.31,10.5,0.33,0
5818,610.0,40.67,33.33,0.0,65.0,5.71,0.0,25.0,27.0,0.0,0.0,14.29,0.0,16.67,0.0,0
5819,250.0,83.33,75.0,0.0,23.0,98.0,5.21,23.0,22.0,58.13,0.0,18.65,0.68,12.6,0.01,0
5821,610.0,43.57,40.0,0.05,8.0,100.0,17.73,11.0,28.0,16.32,0.0,32.81,16.77,4.07,0.41,0
5822,,,,0.0,0.0,100.0,0.0,43.0,11.0,0.0,0.0,14.81,,,,0
5823,210.0,52.5,36.67,0.0,251.0,36.36,1.49,17.0,43.0,32.19,0.0,22.41,2.02,8.96,0.11,0
5824,150.0,10.0,10.0,0.0,0.0,100.0,93.84,18.0,42.0,8.78,0.0,23.71,98.27,14.57,3.21,0
5825,400.0,57.14,50.0,0.0,15.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5826,550.0,55.0,50.0,0.0,557.0,98.85,3.09,22.0,41.0,14.37,0.0,23.01,1.89,10.64,0.13,1
5827,450.0,50.0,50.0,0.06,17.0,76.0,40.55,14.0,22.0,3.39,0.0,29.46,59.78,5.97,4.96,0
5828,,,,0.0,0.0,100.0,0.0,29.0,43.0,0.0,0.0,16.67,0.0,0.0,0.0,0
5830,70.0,35.0,20.0,0.0,56.0,91.67,12.56,20.0,45.0,31.38,0.0,18.73,3.03,11.7,0.03,0
5832,,,,0.0,3.0,80.0,0.07,17.0,22.0,10.99,0.0,20.9,11.34,13.64,0.14,0
5834,,,,0.0,15.0,100.0,0.0,25.0,47.0,99.73,0.0,16.45,0.0,16.18,0.0,0
5835,200.0,40.0,30.0,0.0,176.0,52.0,9.52,13.0,32.0,29.27,0.0,21.39,10.89,9.38,0.32,0
5836,450.0,90.0,75.0,0.0,393.0,78.31,2.57,13.0,45.0,9.08,0.0,23.6,1.33,11.39,0.14,1
5837,280.0,35.0,30.0,0.0,45.0,22.73,0.0,0.0,71.0,100.0,0.0,16.67,0.0,0.0,0.0,1
5839,670.0,95.71,20.0,0.0,61.0,98.15,0.38,24.0,53.0,16.87,0.0,20.35,1.1,10.21,0.01,0
5840,400.0,100.0,100.0,0.07,403.0,95.0,14.27,15.0,40.0,78.02,0.0,24.75,13.86,10.62,0.69,0
5841,200.0,100.0,100.0,0.0,14.0,88.46,27.52,28.0,14.0,34.86,0.0,23.07,33.99,9.73,0.36,0
5842,90.0,30.0,20.0,0.0,14.0,89.47,40.45,18.0,34.0,20.66,0.0,21.47,23.79,11.76,0.1,0
5843,280.0,70.0,50.0,0.0,112.0,97.01,1.78,20.0,52.0,10.49,0.0,25.28,2.38,12.24,0.19,0
5845,200.0,100.0,100.0,0.0,253.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5846,220.0,73.33,60.0,0.0,29.0,64.52,10.01,15.0,62.0,37.15,0.0,28.66,13.31,8.7,0.28,0
5847,400.0,100.0,100.0,0.0,186.0,24.53,4.72,20.0,52.0,5.17,0.0,22.16,10.15,11.11,1.26,0
5848,360.0,60.0,36.67,0.0,284.0,41.86,0.17,26.0,31.0,5.99,0.0,19.18,20.13,10.34,2.94,0
5850,60.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5851,100.0,50.0,50.0,0.0,26.0,83.33,46.64,31.0,31.0,49.69,0.0,23.53,20.86,6.12,0.16,0
5852,150.0,50.0,50.0,0.0,6.0,92.59,9.0,18.0,37.0,38.82,0.0,23.04,0.49,10.34,0.03,0
5853,240.0,48.0,30.0,0.0,199.0,82.14,5.77,14.0,34.0,18.71,0.0,21.37,5.25,12.04,0.2,0
5855,130.0,18.57,13.33,0.0,4.0,28.57,0.0,14.0,41.0,0.0,0.0,16.67,0.0,16.67,0.0,1
5856,850.0,50.0,50.0,0.0,656.0,96.51,2.98,25.0,53.0,17.64,0.0,23.35,6.08,11.34,0.06,0
5858,500.0,100.0,100.0,304.06,925.0,100.0,7.53,19.0,48.0,11.55,146.58,21.93,4.84,9.72,0.27,0
5859,200.0,10.0,10.0,0.0,2.0,100.0,81.42,22.0,23.0,10.05,0.0,28.48,73.01,12.54,0.24,0
5860,600.0,50.0,50.0,0.04,13.0,76.47,16.93,5.0,37.0,4.17,0.0,22.87,9.35,10.7,2.28,0
5861,50.0,50.0,50.0,0.0,9.0,100.0,4.48,19.0,75.0,97.24,0.0,18.13,5.13,15.38,0.0,0
5864,450.0,150.0,150.0,0.0,90.0,64.29,27.41,7.0,34.0,54.23,0.0,22.65,15.55,10.3,0.51,0
5865,400.0,100.0,100.0,0.0,105.0,83.78,0.68,22.0,34.0,4.05,0.0,20.06,0.35,11.73,0.03,0
5866,500.0,100.0,100.0,0.29,504.0,67.95,4.53,7.0,56.0,24.49,0.03,22.04,7.42,11.11,0.11,0
5867,600.0,54.55,35.0,1.74,160.0,75.76,15.63,14.0,46.0,25.09,0.54,23.47,15.39,7.89,1.15,0
5868,150.0,50.0,50.0,0.0,17.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5869,200.0,100.0,100.0,0.12,106.0,80.3,6.04,11.0,42.0,15.9,0.12,22.68,5.45,9.64,0.16,0
5870,400.0,50.0,50.0,0.0,0.0,100.0,81.09,23.0,37.0,17.54,0.0,29.77,80.75,8.54,0.42,0
5871,300.0,100.0,100.0,0.43,297.0,63.51,16.55,26.0,24.0,22.22,0.0,22.92,23.51,10.64,3.57,0
5873,1540.0,96.25,55.0,0.02,29.0,100.0,3.61,23.0,37.0,22.94,0.01,25.87,1.73,10.81,0.24,0
5874,250.0,62.5,50.0,0.0,11.0,98.57,3.1,5.0,42.0,78.1,0.0,18.64,4.51,13.64,0.01,0
5875,180.0,20.0,20.0,0.0,62.0,3.39,4.78,20.0,30.0,99.17,0.0,17.39,0.0,16.67,0.0,0
5876,230.0,115.0,30.0,0.0,20.0,94.83,34.21,17.0,17.0,59.55,0.0,30.35,38.31,8.01,0.05,0
5878,500.0,100.0,100.0,5.42,150.0,100.0,83.15,19.0,40.0,37.69,5.42,34.28,49.33,10.6,0.55,0
5879,90.0,30.0,30.0,0.0,7.0,10.0,0.0,0.0,40.0,0.0,0.0,16.67,0.0,0.0,0.0,0
5880,60.0,20.0,20.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1
5881,620.0,88.57,73.33,3.49,140.0,68.49,24.53,16.0,48.0,80.11,0.64,23.43,30.86,10.66,1.31,0
5882,50.0,50.0,50.0,0.0,6.0,98.04,73.01,8.0,58.0,52.83,0.0,15.9,72.66,13.43,0.27,0
5883,,,,0.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,,,,0
5884,400.0,80.0,80.0,0.0,261.0,100.0,4.34,23.0,52.0,10.58,0.0,23.11,2.59,8.87,0.06,0
5885,340.0,30.91,30.0,0.0,265.0,7.32,0.0,0.0,58.0,0.0,0.0,16.0,0.0,0.0,0.0,1
5886,450.0,50.0,50.0,0.0,282.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5887,100.0,100.0,100.0,0.0,117.0,86.36,4.59,21.0,39.0,16.67,0.0,23.57,1.51,4.74,0.03,0
5888,740.0,56.92,38.0,0.2,294.0,78.05,0.18,21.0,53.0,14.55,0.09,15.78,0.13,12.45,0.02,0
5890,200.0,100.0,100.0,0.0,21.0,59.38,0.34,15.0,31.0,38.07,0.0,18.95,0.22,10.16,0.02,0
5892,280.0,28.0,26.67,0.0,1.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,,,,1
5893,70.0,23.33,20.0,0.0,7.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5894,540.0,33.75,28.0,0.06,8.0,92.86,24.17,26.0,20.0,39.95,0.06,30.02,11.01,10.39,0.16,0
5895,270.0,54.0,50.0,0.0,16.0,97.87,11.15,17.0,46.0,0.0,0.0,25.56,5.61,11.93,0.53,0
5896,400.0,100.0,100.0,3.67,163.0,88.16,1.54,10.0,55.0,11.31,2.19,22.37,3.9,10.32,0.02,0
5897,200.0,100.0,100.0,0.0,30.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5898,180.0,30.0,20.0,0.0,128.0,77.78,8.95,9.0,34.0,51.11,0.0,29.46,14.31,5.88,0.04,1
5899,270.0,38.57,33.33,0.0,540.0,81.48,15.78,15.0,59.0,31.65,0.0,21.45,10.13,11.76,0.16,0
5900,500.0,50.0,50.0,0.0,78.0,100.0,92.38,21.0,38.0,6.81,0.0,27.86,93.08,12.34,1.81,0
5901,410.0,41.0,36.0,0.0,2747.0,61.02,30.32,16.0,42.0,20.62,0.0,29.62,19.88,8.78,0.5,0
5902,410.0,58.57,36.67,0.95,24.0,100.0,31.74,13.0,31.0,34.4,0.72,24.54,46.34,10.2,1.57,0
5903,450.0,64.29,50.0,0.0,259.0,76.54,2.72,18.0,54.0,14.15,0.0,18.97,5.97,12.22,0.47,0
5904,350.0,116.67,100.0,9.12,5.0,98.72,0.22,19.0,62.0,36.75,0.63,17.5,0.25,14.33,0.0,1
5906,400.0,100.0,100.0,0.03,59.0,0.0,0.0,0.0,52.0,94.07,0.03,17.65,0.0,0.0,0.0,0
5907,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,0
5908,600.0,150.0,100.0,10.63,328.0,92.86,6.48,15.0,37.0,15.65,1.23,23.55,5.65,9.59,0.49,0
5909,400.0,100.0,100.0,0.0,906.0,83.54,0.0,0.0,59.0,100.0,0.0,16.63,0.0,16.67,0.0,1
5910,400.0,100.0,100.0,0.0,208.0,97.62,26.45,19.0,51.0,46.26,0.0,22.44,18.19,10.0,0.29,0
5912,300.0,100.0,100.0,2.32,536.0,90.0,5.91,14.0,47.0,24.92,0.65,21.56,4.52,12.56,0.16,0
5913,510.0,30.0,25.0,0.0,23.0,100.0,32.39,21.0,63.0,17.21,0.0,23.35,70.94,14.29,1.33,0
5914,400.0,100.0,100.0,0.0,82.0,100.0,0.09,24.0,61.0,15.34,0.0,22.15,0.28,11.19,0.01,0
5916,550.0,91.67,87.5,0.0,122.0,54.05,0.0,13.0,54.0,93.79,0.0,11.44,0.0,11.54,0.0,0
5917,300.0,50.0,50.0,0.0,54.0,88.89,0.17,19.0,22.0,28.17,0.0,16.64,2.22,10.67,0.12,0
5918,540.0,31.76,24.29,0.0,257.0,100.0,23.98,23.0,33.0,51.7,0.0,24.1,19.17,11.44,0.32,0
5919,400.0,100.0,100.0,0.0,697.0,50.68,20.52,24.0,37.0,75.33,0.0,25.41,15.51,12.88,0.13,0
5921,570.0,81.43,73.33,0.72,440.0,89.87,21.49,20.0,31.0,22.46,0.06,23.22,18.27,9.96,1.34,0
5922,490.0,98.0,85.0,0.0,290.0,98.8,12.54,15.0,29.0,43.79,0.0,23.81,9.91,10.05,0.17,0
5923,300.0,100.0,100.0,0.0,63.0,81.03,24.54,20.0,56.0,86.36,0.0,31.79,25.93,8.19,0.05,0
5924,160.0,40.0,20.0,0.0,68.0,100.0,18.34,10.0,48.0,82.51,0.0,23.85,16.04,13.27,0.0,0
5926,620.0,47.69,44.0,0.0,153.0,100.0,3.05,16.0,40.0,16.42,0.0,28.63,1.39,9.98,0.15,1
5927,470.0,36.15,20.0,0.0,448.0,83.72,6.66,18.0,49.0,71.59,0.0,25.93,10.89,10.96,0.06,0
5928,140.0,35.0,30.0,0.0,28.0,88.64,4.71,14.0,33.0,11.21,0.0,24.33,1.62,6.35,0.11,0
5929,600.0,50.0,50.0,0.0,85.0,97.44,35.81,19.0,20.0,40.42,0.0,26.62,18.18,9.47,0.18,0
5932,300.0,75.0,75.0,0.0,540.0,52.63,29.3,21.0,68.0,56.6,0.0,24.65,10.0,11.8,0.13,0
5933,30.0,10.0,10.0,0.0,0.0,100.0,100.0,26.0,0.0,0.0,0.0,20.21,100.0,16.07,0.01,1
5934,200.0,100.0,100.0,0.0,19.0,100.0,29.2,22.0,54.0,44.24,0.0,27.49,32.36,12.76,0.38,0
5935,50.0,50.0,50.0,0.0,0.0,100.0,0.41,22.0,53.0,5.17,0.0,20.31,0.0,16.67,0.0,0
5936,300.0,100.0,100.0,0.0,589.0,41.67,42.56,8.0,39.0,38.85,0.0,22.31,30.89,8.86,1.01,0
5937,250.0,62.5,50.0,0.0,348.0,63.64,0.14,20.0,65.0,10.48,0.0,22.91,0.08,9.58,0.01,0
5938,400.0,100.0,100.0,0.02,493.0,81.82,0.8,10.0,34.0,80.97,0.02,21.89,1.55,11.68,0.01,0
5939,350.0,58.33,50.0,1.35,78.0,98.11,2.85,6.0,34.0,29.65,0.84,26.72,1.85,6.2,0.12,0
5940,500.0,100.0,100.0,2.02,3125.0,95.35,9.42,19.0,49.0,62.66,0.24,23.18,15.3,11.46,0.3,0
5942,450.0,64.29,46.67,0.78,466.0,60.27,23.74,6.0,37.0,89.16,0.78,22.74,34.1,11.67,0.4,0
5943,1000.0,200.0,200.0,0.0,45.0,73.53,0.57,31.0,29.0,30.07,0.0,15.53,0.59,11.01,0.01,0
5944,320.0,45.71,35.0,0.0,201.0,26.92,15.85,7.0,42.0,72.06,0.0,24.77,87.16,14.29,0.0,0
5945,530.0,48.18,45.0,0.15,862.0,16.0,1.57,18.0,39.0,21.3,0.0,30.19,0.9,11.11,0.05,0
5947,20.0,20.0,20.0,0.0,4.0,100.0,1.01,13.0,51.0,73.4,0.0,17.06,2.12,14.77,0.0,0
5948,1330.0,70.0,57.27,0.0,307.0,96.43,22.84,17.0,43.0,23.04,0.0,25.49,17.47,12.35,0.4,0
5951,,,,0.0,0.0,100.0,0.0,33.0,20.0,29.91,0.0,16.13,0.0,16.67,0.0,1
5952,300.0,50.0,50.0,0.0,2.0,96.88,1.02,19.0,20.0,7.1,0.0,16.71,1.47,11.27,0.16,0
5953,70.0,23.33,20.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5954,400.0,100.0,100.0,73.86,185.0,89.61,16.96,3.0,64.0,35.8,64.41,21.79,24.17,8.85,0.56,0
5955,140.0,35.0,30.0,0.0,4.0,93.75,99.78,25.0,33.0,1.6,0.0,21.55,100.0,15.43,0.02,0
5957,350.0,50.0,50.0,9.36,71.0,90.91,4.23,20.0,38.0,14.75,2.04,20.54,0.61,11.73,0.05,0
5958,2100.0,65.63,58.57,6.16,884.0,64.63,8.68,17.0,48.0,32.88,0.88,25.86,7.41,13.84,2.58,0
5959,570.0,47.5,42.5,0.68,244.0,17.78,3.26,13.0,24.0,10.49,0.0,22.89,2.35,9.86,0.07,0
5960,350.0,38.89,30.0,0.0,53.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5961,560.0,43.08,40.0,0.0,228.0,100.0,8.4,25.0,41.0,17.99,0.0,24.59,12.85,9.76,0.2,0
5962,300.0,50.0,50.0,0.0,9.0,100.0,0.0,25.0,17.0,98.18,0.0,13.7,0.0,14.23,0.0,0
5964,400.0,100.0,100.0,0.0,332.0,100.0,75.15,22.0,31.0,40.55,0.0,25.23,72.5,12.2,1.77,0
5965,260.0,37.14,20.0,0.0,6.0,80.0,21.89,13.0,38.0,24.01,0.0,22.58,24.77,9.52,0.32,0
5967,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,0
5968,400.0,30.77,27.5,0.0,70.0,69.7,13.81,7.0,51.0,20.86,0.0,23.0,17.61,8.91,0.23,0
5971,80.0,40.0,30.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5972,500.0,100.0,100.0,140.67,15.0,100.0,3.28,8.0,24.0,15.39,85.15,23.09,3.24,11.16,0.32,0
5973,130.0,32.5,20.0,6.57,50.0,90.77,0.38,17.0,49.0,51.24,3.19,22.69,0.19,13.25,0.0,0
5974,850.0,50.0,50.0,0.11,41.0,100.0,10.91,21.0,46.0,9.56,0.01,25.86,11.79,8.5,1.2,0
5977,90.0,22.5,20.0,0.0,0.0,0.0,68.03,12.0,29.0,10.16,0.0,24.0,2.3,6.67,0.0,0
5978,450.0,50.0,50.0,0.05,271.0,92.68,0.0,22.0,56.0,83.26,0.05,13.33,0.0,13.54,0.0,0
5979,900.0,300.0,300.0,423.8,8.0,85.42,2.65,14.0,37.0,55.28,215.61,22.3,2.72,9.05,0.14,0
5980,400.0,100.0,100.0,0.15,467.0,63.16,2.06,12.0,50.0,21.32,0.02,22.66,0.86,11.11,0.09,0
5981,1500.0,375.0,200.0,0.0,2.0,96.67,5.82,28.0,36.0,13.98,0.0,25.39,2.99,4.99,0.09,0
5982,450.0,75.0,50.0,2.77,120.0,40.48,30.68,10.0,32.0,24.04,1.66,22.84,3.68,9.18,0.15,0
5983,800.0,200.0,200.0,0.0,164.0,100.0,1.55,24.0,51.0,93.04,0.0,21.93,3.17,10.24,0.02,0
5985,,,,0.0,5.0,0.0,,0.0,77.0,0.0,0.0,0.0,,,,1
5986,420.0,46.67,33.33,0.04,227.0,80.0,22.59,20.0,46.0,9.41,0.04,24.82,23.56,11.45,1.75,0
5987,,,,0.0,0.0,100.0,54.07,21.0,25.0,10.47,0.0,15.63,0.0,13.33,0.0,0
5988,610.0,33.89,27.5,0.0,832.0,72.15,2.63,26.0,34.0,6.34,0.0,22.17,1.15,12.45,0.06,0
5989,450.0,90.0,75.0,0.04,715.0,87.18,6.28,18.0,34.0,15.43,0.02,22.31,5.47,10.17,0.35,0
5990,660.0,47.14,46.0,6.99,184.0,97.65,7.52,19.0,56.0,16.69,1.36,23.18,7.62,11.29,0.53,0
5992,300.0,100.0,100.0,0.0,134.0,97.33,3.24,22.0,38.0,3.85,0.0,21.29,6.98,12.63,0.4,0
5993,400.0,57.14,50.0,0.57,129.0,100.0,24.85,22.0,52.0,59.62,0.0,22.74,21.83,12.53,0.18,0
5994,400.0,100.0,100.0,0.0,98.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5997,550.0,61.11,50.0,0.0,14.0,50.0,0.0,9.0,29.0,100.0,0.0,15.0,0.0,15.79,0.0,1
5998,360.0,60.0,40.0,0.0,9.0,100.0,15.19,8.0,31.0,9.63,0.0,28.36,36.75,7.09,0.48,0
5999,110.0,22.0,20.0,0.0,6.0,27.78,0.0,0.0,47.0,0.0,0.0,16.67,0.0,16.67,0.0,1
6000,50.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6001,840.0,52.5,40.0,0.0,434.0,100.0,2.67,25.0,40.0,11.02,0.0,22.72,3.03,10.23,0.3,0
6002,1100.0,55.0,53.57,51.2,383.0,100.0,1.97,21.0,45.0,8.96,9.12,21.23,0.92,10.38,0.21,0
6004,200.0,100.0,100.0,0.0,132.0,26.32,13.71,16.0,51.0,91.15,0.0,24.68,3.34,11.76,0.05,0
6005,80.0,20.0,20.0,0.0,26.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6008,270.0,33.75,25.0,0.86,4.0,100.0,30.33,20.0,38.0,10.64,0.0,22.61,32.39,14.81,0.23,0
6009,490.0,28.82,23.33,5.51,8.0,98.75,12.57,17.0,41.0,7.88,0.96,25.9,23.28,7.75,0.89,0
6010,120.0,13.33,10.0,0.0,5.0,25.0,0.0,13.0,52.0,100.0,0.0,15.38,0.0,16.67,0.0,1
6011,,,,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6012,500.0,100.0,100.0,0.0,142.0,43.86,0.8,29.0,41.0,21.33,0.0,21.62,0.15,11.28,0.02,0
6013,,,,0.0,4.0,83.33,0.0,17.0,81.0,100.0,0.0,16.47,0.0,16.67,0.0,0
6014,450.0,90.0,75.0,0.86,30.0,96.43,4.61,20.0,36.0,31.56,0.43,23.56,8.97,11.59,0.39,0
6015,270.0,67.5,50.0,0.0,3.0,95.56,11.7,9.0,39.0,25.56,0.0,26.94,19.18,10.58,0.73,0
6016,300.0,100.0,100.0,0.0,31.0,97.5,29.61,17.0,31.0,69.28,0.0,22.52,45.06,13.38,0.63,0
6020,90.0,30.0,30.0,0.0,24.0,60.0,1.98,19.0,45.0,99.48,0.0,16.18,0.0,16.67,0.0,0
6021,610.0,46.92,43.33,0.0,401.0,100.0,18.84,7.0,42.0,14.25,0.0,22.58,6.99,11.69,0.45,0
6022,400.0,100.0,100.0,0.0,539.0,31.51,0.0,15.0,61.0,99.74,0.0,15.24,0.0,14.29,0.0,0
6023,560.0,37.33,33.33,19.71,66.0,98.63,27.95,15.0,43.0,36.69,16.32,26.17,25.67,8.56,0.19,0
6024,200.0,100.0,100.0,0.0,218.0,58.82,0.0,5.0,47.0,99.69,0.0,12.55,0.0,10.42,0.0,0
